car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki S-Presso VXi,₹ 1.55 Lakh,"90,046 km",CNG,Thane,2020
Kia Carens Prestige,₹ 8.61 Lakh,"74,857 km",CNG,Ahmedabad,2020
BMW 5 Series 520d,₹ 41.20 Lakh,"41,085 km",Diesel,Delhi,2021
Kia Sonet GTX,₹ 9.63 Lakh,"60,384 km",Petrol,Thane,2022
Toyota Corolla Altis G,₹ 9.19 Lakh,"99,331 km",CNG,Noida,2019
Toyota Etios Liva G,₹ 7.95 Lakh,"118,663 km",Diesel,Noida,2019
Hyundai Venue S,₹ 6.11 Lakh,"51,132 km",Diesel,Ahmedabad,2023
Mercedes-Benz GLA 220d,₹ 46.04 Lakh,"157,306 km",Diesel,Kolkata,2014
Tata Safari XZ+,₹ 1.20 Lakh,"168,852 km",Diesel,Mumbai,2012
Mercedes-Benz C-Class C200,₹ 48.83 Lakh,"88,914 km",Petrol,Ahmedabad,2018
Mercedes-Benz C-Class C200,₹ 49.39 Lakh,"118,890 km",Diesel,Mumbai,2018
Toyota Fortuner 2.8 4x2,₹ 7.84 Lakh,"118,580 km",Diesel,Delhi,2019
Kia Sonet GTX,₹ 4.44 Lakh,"139,966 km",Petrol,Bangalore,2014
Maruti Suzuki Alto 800 LXi,₹ 1.23 Lakh,"79,523 km",CNG,Noida,2020
Mercedes-Benz C-Class C200,₹ 48.98 Lakh,"99,963 km",Diesel,Bangalore,2017
Honda Amaze VX,₹ 3.60 Lakh,"99,966 km",CNG,Mumbai,2018
Mahindra Thar LX,₹ 8.54 Lakh,"77,962 km",Petrol,Chennai,2020
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"180,793 km",Petrol,Hyderabad,2012
Kia Sonet GTX,₹ 9.53 Lakh,"78,157 km",Petrol,Bangalore,2022
Mahindra Thar LX,₹ 11.45 Lakh,"49,707 km",CNG,Noida,2023
BMW X1 sDrive20d,₹ 40.50 Lakh,"85,310 km",Diesel,Kolkata,2019
Kia Seltos GTX,₹ 3.16 Lakh,"144,649 km",Petrol,Pune,2012
Toyota Etios Liva G,₹ 3.56 Lakh,"173,228 km",Petrol,Pune,2012
Hyundai Santro Sportz,₹ 5.25 Lakh,"42,713 km",Diesel,Hyderabad,2022
BMW 3 Series 320d,₹ 41.84 Lakh,"53,764 km",Petrol,Hyderabad,2022
BMW 5 Series 520d,₹ 35.87 Lakh,"167,473 km",Petrol,Kolkata,2014
Maruti Suzuki Vitara Brezza VDi,₹ 1.20 Lakh,"106,523 km",Diesel,Thane,2016
Hyundai Verna SX,₹ 1.20 Lakh,"145,242 km",Diesel,Pune,2014
Honda WR-V VX,₹ 4.66 Lakh,"91,457 km",Diesel,Hyderabad,2020
Tata Nexon XZ+,₹ 7.91 Lakh,"39,576 km",Diesel,Bangalore,2023
Tata Harrier XZ,₹ 1.20 Lakh,"146,879 km",CNG,Bangalore,2013
Toyota Corolla Altis G,₹ 9.65 Lakh,"72,404 km",Petrol,Delhi,2021
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"76,388 km",CNG,Delhi,2019
Honda City VX,₹ 1.63 Lakh,"119,238 km",Diesel,Ahmedabad,2016
BMW 3 Series 320d,₹ 38.91 Lakh,"84,387 km",Petrol,Delhi,2017
BMW X1 sDrive20d,₹ 42.71 Lakh,"39,959 km",Petrol,Chennai,2023
Toyota Corolla Altis G,₹ 4.23 Lakh,"161,979 km",Petrol,Chennai,2013
Tata Tiago XT,₹ 5.29 Lakh,"81,003 km",CNG,Kolkata,2019
Kia Sonet GTX,₹ 7.77 Lakh,"77,560 km",CNG,Chennai,2019
Tata Safari XZ+,₹ 3.86 Lakh,"111,712 km",Petrol,Thane,2018
Mahindra Scorpio S11,₹ 3.56 Lakh,"152,249 km",CNG,Chennai,2014
Mahindra XUV500 W8,₹ 3.29 Lakh,"156,712 km",CNG,Noida,2013
BMW X1 sDrive20d,₹ 35.66 Lakh,"149,242 km",Petrol,Bangalore,2014
Tata Tiago XT,₹ 1.20 Lakh,"155,376 km",CNG,Thane,2014
Maruti Suzuki Ertiga VXI CNG,₹ 2.40 Lakh,"76,036 km",Petrol,Noida,2021
BMW X1 sDrive20d,₹ 35.92 Lakh,"129,202 km",Petrol,Mumbai,2015
BMW 3 Series 320d,₹ 36.96 Lakh,"114,900 km",Petrol,Chennai,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"150,592 km",Petrol,Mumbai,2014
Audi Q5 quattro,₹ 32.49 Lakh,"132,110 km",Diesel,Hyderabad,2015
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"165,501 km",CNG,Mumbai,2013
Tata Tiago XT,₹ 3.17 Lakh,"99,428 km",CNG,Kolkata,2017
Honda Amaze VX,₹ 1.94 Lakh,"119,830 km",Diesel,Delhi,2017
Kia Carens Prestige,₹ 7.70 Lakh,"98,847 km",Diesel,Ahmedabad,2019
Audi A4 35 TDI,₹ 33.13 Lakh,"124,825 km",Diesel,Thane,2017
Hyundai Santro Sportz,₹ 1.20 Lakh,"142,826 km",Diesel,Ahmedabad,2015
Kia Carens Prestige,₹ 6.96 Lakh,"109,922 km",Petrol,Thane,2018
Mercedes-Benz E-Class E220d,₹ 51.95 Lakh,"39,493 km",Petrol,Pune,2023
Audi A4 35 TDI,₹ 33.38 Lakh,"124,160 km",Diesel,Delhi,2017
Mercedes-Benz C-Class C200,₹ 52.31 Lakh,"36,946 km",Petrol,Bangalore,2023
Kia Carens Prestige,₹ 4.91 Lakh,"116,635 km",Petrol,Noida,2016
Audi Q3 Premium,₹ 31.46 Lakh,"139,652 km",Petrol,Thane,2014
Hyundai Venue S,₹ 5.12 Lakh,"52,647 km",CNG,Noida,2021
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"176,373 km",Petrol,Kolkata,2012
Mercedes-Benz C-Class C200,₹ 51.68 Lakh,"56,808 km",Diesel,Mumbai,2022
BMW 3 Series 320d,₹ 36.09 Lakh,"144,743 km",Diesel,Delhi,2013
Mahindra Scorpio S11,₹ 3.10 Lakh,"145,705 km",Diesel,Chennai,2013
Tata Tiago XT,₹ 3.56 Lakh,"93,551 km",CNG,Bangalore,2018
Hyundai Venue S,₹ 1.20 Lakh,"105,519 km",Petrol,Noida,2017
Mahindra XUV500 W8,₹ 7.75 Lakh,"80,810 km",Petrol,Pune,2020
Honda WR-V VX,₹ 1.20 Lakh,"141,046 km",Petrol,Pune,2014
Maruti Suzuki S-Presso VXi,₹ 1.20 Lakh,"129,099 km",Diesel,Noida,2017
Tata Nexon XZ+,₹ 6.91 Lakh,"51,952 km",Petrol,Pune,2022
Toyota Innova Crysta GX,₹ 3.25 Lakh,"179,999 km",Diesel,Pune,2012
Mercedes-Benz C-Class C200,₹ 52.89 Lakh,"60,202 km",Diesel,Noida,2023
Mercedes-Benz GLA 220d,₹ 49.95 Lakh,"67,795 km",Diesel,Bangalore,2019
Maruti Suzuki Ciaz ZXI+,₹ 1.20 Lakh,"159,439 km",Petrol,Kolkata,2015
Audi A4 35 TDI,₹ 31.94 Lakh,"150,469 km",Petrol,Hyderabad,2015
Honda WR-V VX,₹ 3.80 Lakh,"83,184 km",Diesel,Ahmedabad,2019
BMW 5 Series 520d,₹ 34.97 Lakh,"154,838 km",Petrol,Bangalore,2013
BMW 3 Series 320d,₹ 38.48 Lakh,"106,433 km",Diesel,Pune,2017
Hyundai Creta SX,₹ 1.30 Lakh,"114,843 km",Diesel,Chennai,2018
Toyota Corolla Altis G,₹ 5.02 Lakh,"141,736 km",Petrol,Noida,2015
BMW X1 sDrive20d,₹ 34.61 Lakh,"157,985 km",Diesel,Delhi,2012
Hyundai Creta SX,₹ 1.20 Lakh,"129,126 km",Petrol,Noida,2016
Honda WR-V VX,₹ 6.17 Lakh,"57,550 km",CNG,Thane,2021
Mahindra Scorpio S11,₹ 3.36 Lakh,"166,057 km",Diesel,Hyderabad,2014
Mercedes-Benz C-Class C200,₹ 46.29 Lakh,"135,182 km",Diesel,Hyderabad,2014
Hyundai Santro Sportz,₹ 3.58 Lakh,"92,157 km",Diesel,Noida,2021
Mahindra Thar LX,₹ 8.06 Lakh,"111,363 km",CNG,Delhi,2019
Honda City VX,₹ 5.43 Lakh,"65,104 km",Petrol,Bangalore,2023
Kia Carens Prestige,₹ 10.70 Lakh,"56,206 km",CNG,Ahmedabad,2023
Maruti Suzuki Alto 800 LXi,₹ 4.64 Lakh,"39,508 km",Diesel,Pune,2023
Kia Sonet GTX,₹ 6.01 Lakh,"134,009 km",Diesel,Hyderabad,2016
Mercedes-Benz E-Class E220d,₹ 51.32 Lakh,"70,653 km",Diesel,Mumbai,2021
Honda Jazz VX,₹ 3.46 Lakh,"92,734 km",Diesel,Thane,2019
Honda WR-V VX,₹ 4.14 Lakh,"93,129 km",Diesel,Thane,2020
BMW 3 Series 320d,₹ 34.56 Lakh,"177,901 km",Diesel,Hyderabad,2012
Mahindra XUV500 W8,₹ 1.44 Lakh,"188,916 km",Petrol,Chennai,2012
Honda Amaze VX,₹ 4.72 Lakh,"78,430 km",CNG,Chennai,2020
BMW 5 Series 520d,₹ 38.03 Lakh,"110,577 km",Petrol,Delhi,2017
Audi Q5 quattro,₹ 31.63 Lakh,"136,271 km",Petrol,Mumbai,2016
Tata Safari XZ+,₹ 6.98 Lakh,"54,593 km",Diesel,Chennai,2022
Kia Carens Prestige,₹ 4.79 Lakh,"132,480 km",Petrol,Ahmedabad,2016
Kia Carens Prestige,₹ 4.71 Lakh,"130,315 km",Diesel,Hyderabad,2015
Hyundai i10 Magna,₹ 3.96 Lakh,"88,651 km",Diesel,Delhi,2020
BMW 5 Series 520d,₹ 41.03 Lakh,"59,838 km",Petrol,Noida,2021
Kia Seltos GTX,₹ 2.90 Lakh,"162,928 km",CNG,Hyderabad,2012
BMW X1 sDrive20d,₹ 37.88 Lakh,"121,880 km",Petrol,Pune,2017
Honda City VX,₹ 1.20 Lakh,"185,797 km",CNG,Bangalore,2012
Honda Amaze VX,₹ 1.20 Lakh,"159,792 km",Diesel,Noida,2013
Toyota Etios Liva G,₹ 11.02 Lakh,"42,157 km",Petrol,Hyderabad,2022
Kia Seltos GTX,₹ 5.08 Lakh,"131,051 km",Diesel,Pune,2016
Honda BR-V VX,₹ 2.82 Lakh,"91,851 km",Petrol,Thane,2019
BMW 3 Series 320d,₹ 36.67 Lakh,"143,384 km",Diesel,Noida,2014
Mahindra Scorpio S11,₹ 4.35 Lakh,"145,419 km",Diesel,Hyderabad,2014
Honda BR-V VX,₹ 6.22 Lakh,"49,513 km",CNG,Pune,2022
Honda BR-V VX,₹ 1.67 Lakh,"128,746 km",Petrol,Kolkata,2016
Mercedes-Benz E-Class E220d,₹ 47.57 Lakh,"115,468 km",Petrol,Thane,2015
Tata Safari XZ+,₹ 3.72 Lakh,"84,630 km",Diesel,Noida,2018
BMW X1 sDrive20d,₹ 35.97 Lakh,"144,490 km",Petrol,Chennai,2014
Audi A4 35 TDI,₹ 34.19 Lakh,"112,243 km",Diesel,Noida,2018
Toyota Corolla Altis G,₹ 9.07 Lakh,"76,362 km",CNG,Ahmedabad,2018
Maruti Suzuki Vitara Brezza VDi,₹ 1.20 Lakh,"112,139 km",CNG,Bangalore,2017
Kia Seltos GTX,₹ 10.02 Lakh,"57,420 km",Diesel,Noida,2021
Honda Jazz VX,₹ 1.20 Lakh,"150,116 km",Diesel,Kolkata,2014
Honda WR-V VX,₹ 1.52 Lakh,"130,098 km",Diesel,Thane,2015
Mercedes-Benz GLA 220d,₹ 46.22 Lakh,"141,462 km",Petrol,Mumbai,2014
Tata Safari XZ+,₹ 1.20 Lakh,"155,339 km",Petrol,Pune,2014
Kia Sonet GTX,₹ 6.25 Lakh,"117,757 km",Petrol,Mumbai,2018
Tata Safari XZ+,₹ 1.20 Lakh,"128,811 km",CNG,Chennai,2013
Audi Q3 Premium,₹ 38.53 Lakh,"31,242 km",Petrol,Noida,2023
Tata Tiago XT,₹ 6.24 Lakh,"72,241 km",Petrol,Hyderabad,2021
Mercedes-Benz E-Class E220d,₹ 45.39 Lakh,"155,319 km",Petrol,Noida,2013
Kia Seltos GTX,₹ 4.33 Lakh,"132,236 km",CNG,Thane,2015
Toyota Glanza G,₹ 8.71 Lakh,"68,683 km",Petrol,Thane,2020
Kia Carens Prestige,₹ 11.21 Lakh,"45,921 km",CNG,Delhi,2023
Toyota Etios Liva G,₹ 8.73 Lakh,"101,571 km",CNG,Hyderabad,2019
Mercedes-Benz GLA 220d,₹ 45.00 Lakh,"188,094 km",Diesel,Bangalore,2012
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"110,720 km",Petrol,Delhi,2018
Mahindra XUV500 W8,₹ 2.04 Lakh,"179,917 km",CNG,Delhi,2012
Toyota Glanza G,₹ 5.70 Lakh,"137,256 km",Petrol,Chennai,2015
Toyota Glanza G,₹ 5.69 Lakh,"126,819 km",Petrol,Delhi,2016
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"120,998 km",Petrol,Thane,2015
Kia Sonet GTX,₹ 3.98 Lakh,"154,719 km",CNG,Ahmedabad,2014
Toyota Glanza G,₹ 11.44 Lakh,"54,277 km",Diesel,Kolkata,2022
Kia Carens Prestige,₹ 10.87 Lakh,"40,440 km",Petrol,Delhi,2023
Hyundai Venue S,₹ 2.72 Lakh,"99,606 km",Diesel,Hyderabad,2018
Honda Amaze VX,₹ 2.07 Lakh,"115,906 km",Petrol,Thane,2016
BMW 3 Series 320d,₹ 38.10 Lakh,"111,289 km",Diesel,Ahmedabad,2017
BMW 5 Series 520d,₹ 39.18 Lakh,"96,674 km",Diesel,Thane,2018
Honda WR-V VX,₹ 1.20 Lakh,"144,998 km",CNG,Bangalore,2014
Tata Nexon XZ+,₹ 1.20 Lakh,"160,454 km",CNG,Thane,2012
Audi Q5 quattro,₹ 31.93 Lakh,"124,728 km",Petrol,Noida,2015
Honda Jazz VX,₹ 1.20 Lakh,"162,459 km",Petrol,Mumbai,2014
Mercedes-Benz GLA 220d,₹ 46.99 Lakh,"148,606 km",Diesel,Pune,2015
Audi A4 35 TDI,₹ 31.08 Lakh,"140,813 km",Diesel,Kolkata,2014
Mahindra XUV500 W8,₹ 9.52 Lakh,"34,641 km",Petrol,Bangalore,2022
Hyundai Grand i10 Magna,₹ 2.42 Lakh,"90,167 km",Diesel,Bangalore,2018
Toyota Fortuner 2.8 4x2,₹ 7.50 Lakh,"103,255 km",Diesel,Mumbai,2018
Hyundai Venue S,₹ 3.53 Lakh,"83,128 km",Diesel,Kolkata,2019
Audi Q3 Premium,₹ 37.23 Lakh,"40,795 km",Diesel,Noida,2023
Mahindra XUV500 W8,₹ 6.23 Lakh,"117,527 km",Diesel,Bangalore,2017
Toyota Glanza G,₹ 4.70 Lakh,"160,188 km",Petrol,Mumbai,2014
Tata Nexon XZ+,₹ 5.37 Lakh,"78,100 km",Diesel,Hyderabad,2019
Maruti Suzuki Ciaz ZXI+,₹ 3.77 Lakh,"27,475 km",Petrol,Ahmedabad,2022
Hyundai Verna SX,₹ 2.77 Lakh,"76,087 km",CNG,Ahmedabad,2020
Mahindra Thar LX,₹ 2.31 Lakh,"177,624 km",CNG,Pune,2012
Honda BR-V VX,₹ 1.91 Lakh,"113,120 km",Petrol,Hyderabad,2016
Audi Q3 Premium,₹ 33.64 Lakh,"108,242 km",Petrol,Noida,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"165,980 km",CNG,Pune,2012
Mahindra Scorpio S11,₹ 5.41 Lakh,"127,285 km",Diesel,Ahmedabad,2015
Maruti Suzuki Swift VXi,₹ 1.53 Lakh,"99,615 km",Diesel,Noida,2019
Toyota Fortuner 2.8 4x2,₹ 8.69 Lakh,"69,566 km",Petrol,Noida,2020
Audi A4 35 TDI,₹ 31.54 Lakh,"154,722 km",Diesel,Delhi,2014
Tata Nexon XZ+,₹ 3.83 Lakh,"101,391 km",Petrol,Chennai,2018
Hyundai Verna SX,₹ 4.27 Lakh,"67,845 km",Diesel,Mumbai,2021
Hyundai Grand i10 Magna,₹ 5.80 Lakh,"53,721 km",Diesel,Pune,2022
BMW 3 Series 320d,₹ 42.62 Lakh,"44,228 km",Petrol,Pune,2023
BMW X1 sDrive20d,₹ 38.95 Lakh,"103,012 km",Petrol,Hyderabad,2018
Hyundai Creta SX,₹ 1.20 Lakh,"131,261 km",CNG,Noida,2016
Tata Nexon XZ+,₹ 1.28 Lakh,"125,517 km",CNG,Thane,2015
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"190,253 km",Diesel,Ahmedabad,2013
BMW X1 sDrive20d,₹ 38.66 Lakh,"100,410 km",Petrol,Kolkata,2018
Hyundai Verna SX,₹ 1.20 Lakh,"123,644 km",CNG,Mumbai,2017
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"172,228 km",Diesel,Chennai,2013
Hyundai Venue S,₹ 2.63 Lakh,"89,180 km",Petrol,Hyderabad,2019
Tata Tiago XT,₹ 1.95 Lakh,"133,570 km",Diesel,Kolkata,2015
Honda WR-V VX,₹ 2.95 Lakh,"83,164 km",Petrol,Bangalore,2019
Mahindra Scorpio S11,₹ 9.49 Lakh,"56,161 km",CNG,Bangalore,2021
Audi Q5 quattro,₹ 36.24 Lakh,"68,315 km",Petrol,Bangalore,2020
Honda BR-V VX,₹ 5.26 Lakh,"66,414 km",Petrol,Hyderabad,2021
Mahindra Scorpio S11,₹ 6.56 Lakh,"102,102 km",Petrol,Pune,2019
Mercedes-Benz C-Class C200,₹ 50.78 Lakh,"54,400 km",Petrol,Chennai,2021
Mercedes-Benz GLA 220d,₹ 46.65 Lakh,"125,976 km",Petrol,Pune,2016
BMW 3 Series 320d,₹ 42.01 Lakh,"55,194 km",Diesel,Ahmedabad,2021
Kia Carens Prestige,₹ 6.28 Lakh,"119,046 km",Petrol,Thane,2017
Kia Carens Prestige,₹ 8.29 Lakh,"95,510 km",Diesel,Bangalore,2019
Honda WR-V VX,₹ 1.36 Lakh,"120,120 km",Petrol,Hyderabad,2015
Maruti Suzuki Ertiga VXI CNG,₹ 2.88 Lakh,"82,169 km",Petrol,Mumbai,2022
Kia Sonet GTX,₹ 4.78 Lakh,"137,544 km",Petrol,Pune,2015
Honda City VX,₹ 1.65 Lakh,"133,860 km",Diesel,Hyderabad,2017
Mahindra XUV500 W8,₹ 6.82 Lakh,"102,749 km",CNG,Thane,2018
Toyota Fortuner 2.8 4x2,₹ 6.94 Lakh,"120,145 km",Diesel,Mumbai,2017
Tata Tiago XT,₹ 2.71 Lakh,"114,823 km",CNG,Pune,2017
Tata Harrier XZ,₹ 1.20 Lakh,"155,292 km",Petrol,Delhi,2013
Tata Tiago XT,₹ 1.72 Lakh,"135,773 km",CNG,Pune,2016
Hyundai Santro Sportz,₹ 3.01 Lakh,"76,432 km",CNG,Pune,2020
Tata Safari XZ+,₹ 2.14 Lakh,"111,307 km",Petrol,Bangalore,2015
Hyundai Venue S,₹ 1.20 Lakh,"124,084 km",Diesel,Noida,2016
Tata Safari XZ+,₹ 1.80 Lakh,"132,061 km",CNG,Kolkata,2016
BMW X1 sDrive20d,₹ 36.47 Lakh,"151,537 km",Petrol,Hyderabad,2015
Mercedes-Benz GLA 220d,₹ 50.14 Lakh,"85,583 km",Diesel,Ahmedabad,2020
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"81,155 km",Diesel,Delhi,2019
Hyundai i10 Magna,₹ 4.15 Lakh,"78,800 km",CNG,Bangalore,2020
Toyota Glanza G,₹ 6.72 Lakh,"122,515 km",Diesel,Thane,2017
Mahindra Scorpio S11,₹ 4.06 Lakh,"139,738 km",CNG,Delhi,2015
Kia Sonet GTX,₹ 4.74 Lakh,"136,959 km",CNG,Kolkata,2015
Kia Seltos GTX,₹ 6.10 Lakh,"126,030 km",CNG,Delhi,2016
Kia Seltos GTX,₹ 6.94 Lakh,"104,596 km",Diesel,Noida,2018
Maruti Suzuki Ertiga VXI CNG,₹ 2.76 Lakh,"58,744 km",Diesel,Pune,2021
Honda City VX,₹ 5.56 Lakh,"70,612 km",Diesel,Noida,2020
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"117,813 km",Diesel,Kolkata,2017
Mercedes-Benz C-Class C200,₹ 45.06 Lakh,"161,271 km",Diesel,Bangalore,2013
Honda Jazz VX,₹ 1.20 Lakh,"160,406 km",Diesel,Mumbai,2013
BMW 3 Series 320d,₹ 41.05 Lakh,"77,349 km",Petrol,Thane,2020
Honda City VX,₹ 1.20 Lakh,"160,111 km",Petrol,Pune,2014
Mercedes-Benz GLA 220d,₹ 46.83 Lakh,"129,405 km",Diesel,Ahmedabad,2016
BMW X1 sDrive20d,₹ 39.36 Lakh,"102,343 km",Petrol,Thane,2018
Honda City VX,₹ 1.20 Lakh,"156,408 km",CNG,Delhi,2012
Tata Tiago XT,₹ 1.67 Lakh,"148,907 km",Diesel,Hyderabad,2014
Honda Jazz VX,₹ 6.08 Lakh,"43,001 km",CNG,Chennai,2023
Mahindra Scorpio S11,₹ 6.59 Lakh,"122,063 km",Diesel,Noida,2017
Mercedes-Benz E-Class E220d,₹ 49.57 Lakh,"105,403 km",Petrol,Kolkata,2019
Toyota Etios Liva G,₹ 11.03 Lakh,"42,327 km",CNG,Hyderabad,2023
Mahindra Thar LX,₹ 8.26 Lakh,"74,854 km",CNG,Kolkata,2019
Mercedes-Benz GLA 220d,₹ 49.45 Lakh,"81,771 km",Petrol,Chennai,2020
Tata Nexon XZ+,₹ 1.20 Lakh,"166,310 km",Diesel,Noida,2012
Tata Nexon XZ+,₹ 2.13 Lakh,"122,738 km",Petrol,Noida,2017
Toyota Innova Crysta GX,₹ 8.58 Lakh,"101,271 km",CNG,Mumbai,2018
Audi Q3 Premium,₹ 35.86 Lakh,"65,794 km",Petrol,Chennai,2020
Mercedes-Benz E-Class E220d,₹ 46.99 Lakh,"124,658 km",Petrol,Pune,2015
Kia Seltos GTX,₹ 6.88 Lakh,"86,702 km",Petrol,Delhi,2019
Audi Q3 Premium,₹ 30.90 Lakh,"153,396 km",Petrol,Bangalore,2014
Kia Sonet GTX,₹ 10.44 Lakh,"51,750 km",Petrol,Bangalore,2022
Mahindra Scorpio S11,₹ 4.91 Lakh,"130,476 km",Petrol,Thane,2016
Mercedes-Benz GLA 220d,₹ 47.06 Lakh,"131,950 km",Petrol,Bangalore,2015
Toyota Etios Liva G,₹ 8.29 Lakh,"99,448 km",CNG,Noida,2019
BMW X1 sDrive20d,₹ 38.98 Lakh,"125,124 km",Petrol,Kolkata,2018
BMW 5 Series 520d,₹ 40.28 Lakh,"63,963 km",Petrol,Bangalore,2020
Honda Jazz VX,₹ 2.02 Lakh,"131,347 km",Diesel,Chennai,2017
Mercedes-Benz GLA 220d,₹ 45.21 Lakh,"165,495 km",Diesel,Kolkata,2012
Honda Jazz VX,₹ 3.45 Lakh,"74,566 km",Petrol,Noida,2019
Kia Sonet GTX,₹ 3.72 Lakh,"139,968 km",Petrol,Noida,2014
Tata Nexon XZ+,₹ 1.20 Lakh,"156,943 km",CNG,Ahmedabad,2014
BMW 3 Series 320d,₹ 33.88 Lakh,"176,157 km",Petrol,Delhi,2012
Hyundai Creta SX,₹ 1.20 Lakh,"134,594 km",Diesel,Kolkata,2016
Toyota Corolla Altis G,₹ 7.08 Lakh,"125,131 km",Petrol,Hyderabad,2017
Mercedes-Benz E-Class E220d,₹ 48.15 Lakh,"98,011 km",Petrol,Chennai,2018
Honda WR-V VX,₹ 6.43 Lakh,"30,607 km",Petrol,Mumbai,2023
Audi Q3 Premium,₹ 31.36 Lakh,"170,009 km",Diesel,Pune,2014
Hyundai Grand i10 Magna,₹ 3.50 Lakh,"79,979 km",CNG,Kolkata,2020
Toyota Etios Liva G,₹ 6.06 Lakh,"131,750 km",Diesel,Noida,2014
Toyota Fortuner 2.8 4x2,₹ 11.51 Lakh,"38,679 km",CNG,Mumbai,2023
Mercedes-Benz C-Class C200,₹ 49.95 Lakh,"110,450 km",Petrol,Mumbai,2019
Toyota Fortuner 2.8 4x2,₹ 2.82 Lakh,"185,690 km",CNG,Ahmedabad,2012
Hyundai Verna SX,₹ 5.58 Lakh,"49,029 km",Diesel,Mumbai,2022
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"172,871 km",Petrol,Kolkata,2013
Audi A4 35 TDI,₹ 37.34 Lakh,"55,291 km",Diesel,Noida,2023
Kia Sonet GTX,₹ 10.41 Lakh,"63,011 km",CNG,Chennai,2023
BMW 5 Series 520d,₹ 39.23 Lakh,"89,768 km",Petrol,Chennai,2019
Mahindra Thar LX,₹ 5.53 Lakh,"125,422 km",CNG,Mumbai,2017
Audi A4 35 TDI,₹ 36.06 Lakh,"53,410 km",Petrol,Hyderabad,2021
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"193,825 km",Petrol,Chennai,2012
Mercedes-Benz E-Class E220d,₹ 48.61 Lakh,"119,169 km",Diesel,Hyderabad,2017
Toyota Glanza G,₹ 5.20 Lakh,"158,446 km",Diesel,Delhi,2015
Audi Q3 Premium,₹ 33.22 Lakh,"112,940 km",Diesel,Bangalore,2017
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"146,115 km",Diesel,Mumbai,2014
Tata Nexon XZ+,₹ 3.99 Lakh,"108,849 km",Diesel,Pune,2017
BMW 5 Series 520d,₹ 36.93 Lakh,"144,453 km",Diesel,Chennai,2014
Audi A4 35 TDI,₹ 37.22 Lakh,"58,604 km",Petrol,Noida,2023
Maruti Suzuki Baleno Delta 1.2,₹ 2.40 Lakh,"63,753 km",Diesel,Mumbai,2021
Mahindra Thar LX,₹ 4.28 Lakh,"139,012 km",Petrol,Hyderabad,2014
Mahindra Scorpio S11,₹ 8.75 Lakh,"79,720 km",Petrol,Kolkata,2021
Hyundai Creta SX,₹ 1.64 Lakh,"98,730 km",CNG,Thane,2017
Hyundai Verna SX,₹ 5.85 Lakh,"48,737 km",CNG,Noida,2022
Tata Tiago XT,₹ 1.20 Lakh,"146,604 km",CNG,Noida,2013
Mercedes-Benz E-Class E220d,₹ 48.58 Lakh,"125,837 km",Petrol,Pune,2017
Kia Sonet GTX,₹ 5.38 Lakh,"126,793 km",Petrol,Mumbai,2017
Mahindra XUV500 W8,₹ 4.73 Lakh,"142,639 km",Petrol,Thane,2016
Audi Q3 Premium,₹ 33.57 Lakh,"112,104 km",Diesel,Thane,2017
BMW X1 sDrive20d,₹ 40.79 Lakh,"78,227 km",Petrol,Mumbai,2022
Tata Safari XZ+,₹ 4.29 Lakh,"107,489 km",CNG,Hyderabad,2019
Honda Amaze VX,₹ 1.20 Lakh,"165,529 km",CNG,Bangalore,2012
Maruti Suzuki Alto 800 LXi,₹ 4.57 Lakh,"39,246 km",Diesel,Mumbai,2023
BMW 3 Series 320d,₹ 37.45 Lakh,"129,462 km",Petrol,Mumbai,2016
Hyundai Venue S,₹ 1.20 Lakh,"162,794 km",CNG,Kolkata,2013
Honda City VX,₹ 2.97 Lakh,"110,935 km",Diesel,Ahmedabad,2018
Honda WR-V VX,₹ 2.84 Lakh,"111,189 km",CNG,Hyderabad,2017
Audi Q3 Premium,₹ 35.15 Lakh,"96,320 km",Petrol,Delhi,2019
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"86,830 km",Diesel,Ahmedabad,2018
Hyundai Santro Sportz,₹ 1.73 Lakh,"111,113 km",Diesel,Chennai,2017
Hyundai i10 Magna,₹ 2.83 Lakh,"70,926 km",Diesel,Mumbai,2018
Kia Carens Prestige,₹ 4.41 Lakh,"154,892 km",Diesel,Pune,2015
