car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Swift VXi,₹ 5.27 Lakh,"85,794 km",Petrol,Pune,2019
Mahindra XUV500 W8,₹ 15.34 Lakh,"18,629 km",Petrol,Thane,2024
Renault Kiger RXZ,₹ 2.57 Lakh,"180,693 km",Petrol,Pune,2012
Jeep Compass Limited,₹ 9.91 Lakh,"172,732 km",Petrol,Noida,2012
Skoda Superb L&K,₹ 5.33 Lakh,"174,992 km",Petrol,Mumbai,2012
MG Hector Sharp,₹ 15.25 Lakh,"55,498 km",Diesel,Hyderabad,2022
Ford Endeavour Titanium,₹ 5.36 Lakh,"171,331 km",Diesel,Ahmedabad,2012
Lexus ES 300h,₹ 38.28 Lakh,"108,951 km",Diesel,Noida,2017
Jeep Compass Limited,₹ 14.28 Lakh,"155,951 km",Petrol,Thane,2015
Volvo XC60,₹ 38.99 Lakh,"104,869 km",Diesel,Pune,2020
Skoda Superb L&K,₹ 6.30 Lakh,"206,461 km",Petrol,Mumbai,2014
Honda City ZX,₹ 4.03 Lakh,"113,554 km",Diesel,Bangalore,2016
Audi Q3 Premium,₹ 23.24 Lakh,"133,709 km",Petrol,Hyderabad,2016
MG Astor Savvy,₹ 11.24 Lakh,"119,962 km",Petrol,Mysuru,2018
Audi Q5 quattro,₹ 25.73 Lakh,"124,265 km",Petrol,Mysuru,2018
Hyundai Creta SX,₹ 4.43 Lakh,"171,005 km",Diesel,Hyderabad,2014
Volkswagen Virtus GT,₹ 9.54 Lakh,"93,545 km",Petrol,Mysuru,2018
Nissan Magnite XV,₹ 7.02 Lakh,"73,864 km",CNG,Bangalore,2021
Skoda Superb L&K,₹ 9.27 Lakh,"127,141 km",CNG,Hyderabad,2017
Ford EcoSport Titanium,₹ 8.82 Lakh,"72,158 km",Petrol,Mumbai,2018
Volvo XC40 Recharge,₹ 31.12 Lakh,"93,572 km",Petrol,Delhi,2018
Skoda Slavia Style,₹ 18.70 Lakh,"15,410 km",Petrol,Pune,2025
Maruti Suzuki WagonR VXi,₹ 4.06 Lakh,"106,779 km",Petrol,Noida,2016
Ford EcoSport Titanium,₹ 16.34 Lakh,"41,397 km",Electric,Ahmedabad,2023
Nissan Magnite XV,₹ 4.01 Lakh,"104,757 km",Diesel,Ahmedabad,2017
Skoda Slavia Style,₹ 5.57 Lakh,"148,964 km",Petrol,Hyderabad,2012
Jeep Compass Limited,₹ 21.73 Lakh,"102,230 km",Electric,Bangalore,2018
Volvo XC60,₹ 18.16 Lakh,"159,443 km",Diesel,Hyderabad,2012
Nissan Magnite XV,₹ 6.56 Lakh,"54,440 km",Diesel,Hyderabad,2021
Honda Amaze VX,₹ 5.96 Lakh,"115,589 km",CNG,Chennai,2016
Ford Endeavour Titanium,₹ 9.31 Lakh,"113,268 km",Petrol,Thane,2018
Volkswagen Virtus GT,₹ 5.19 Lakh,"208,239 km",Petrol,Mysuru,2013
Volkswagen Taigun GT,₹ 5.68 Lakh,"151,297 km",Petrol,Lucknow,2014
Lexus ES 300h,₹ 52.13 Lakh,"77,886 km",Diesel,Bangalore,2021
Audi A4 35 TDI,₹ 25.69 Lakh,"71,503 km",Petrol,Noida,2017
Nissan Magnite XV,₹ 1.37 Lakh,"204,900 km",Petrol,Hyderabad,2012
Tata Nexon XZ+,₹ 10.41 Lakh,"55,000 km",Petrol,Kochi,2023
Toyota Innova Crysta GX,₹ 11.25 Lakh,"162,417 km",Electric,Lucknow,2016
Skoda Superb L&K,₹ 6.66 Lakh,"150,246 km",Petrol,Thane,2013
Ford Endeavour Titanium,₹ 7.80 Lakh,"158,668 km",Diesel,Bangalore,2016
Toyota Glanza G,₹ 5.53 Lakh,"170,007 km",Diesel,Mumbai,2014
MG Astor Savvy,₹ 12.25 Lakh,"128,114 km",Electric,Bangalore,2015
Lexus ES 300h,₹ 61.79 Lakh,"43,936 km",Petrol,Lucknow,2023
Kia Sonet GTX,₹ 13.90 Lakh,"30,867 km",Diesel,Thane,2025
Toyota Innova Crysta GX,₹ 9.77 Lakh,"135,334 km",Diesel,Kolkata,2016
Jeep Compass Limited,₹ 18.59 Lakh,"112,569 km",Diesel,Kochi,2018
Ford Endeavour Titanium,₹ 6.94 Lakh,"130,486 km",Diesel,Mumbai,2016
Honda City ZX,₹ 5.61 Lakh,"114,350 km",Diesel,Jaipur,2015
Mahindra XUV500 W8,₹ 4.71 Lakh,"160,047 km",Petrol,Ahmedabad,2013
Lexus NX 350h,₹ 28.17 Lakh,"156,986 km",Diesel,Pune,2013
Volvo XC40 Recharge,₹ 30.76 Lakh,"109,400 km",Diesel,Mysuru,2018
Kia Sonet GTX,₹ 7.90 Lakh,"167,243 km",Diesel,Noida,2015
Tata Punch Creative,₹ 3.38 Lakh,"180,040 km",Petrol,Chennai,2013
Jaguar XE Prestige,₹ 29.80 Lakh,"155,664 km",CNG,Noida,2015
Honda City ZX,₹ 6.51 Lakh,"49,095 km",CNG,Bangalore,2021
Jeep Compass Limited,₹ 30.18 Lakh,"45,533 km",Petrol,Kolkata,2024
Volkswagen Polo GT,₹ 9.69 Lakh,"115,198 km",Diesel,Delhi,2016
Nissan Magnite XV,₹ 1.62 Lakh,"192,316 km",Diesel,Noida,2012
Jeep Compass Limited,₹ 9.11 Lakh,"180,309 km",Diesel,Bangalore,2012
MG Hector Sharp,₹ 6.29 Lakh,"184,944 km",Petrol,Bangalore,2012
Volvo XC60,₹ 47.02 Lakh,"84,593 km",Petrol,Hyderabad,2024
Kia Sonet GTX,₹ 4.18 Lakh,"178,081 km",Petrol,Chennai,2012
Toyota Glanza G,₹ 14.97 Lakh,"19,158 km",Petrol,Lucknow,2024
Kia Sonet GTX,₹ 11.05 Lakh,"89,003 km",Diesel,Lucknow,2021
Volvo XC60,₹ 22.84 Lakh,"160,092 km",Diesel,Jaipur,2013
Mahindra Thar LX,₹ 12.37 Lakh,"75,503 km",Diesel,Lucknow,2022
Volkswagen Taigun GT,₹ 11.31 Lakh,"75,081 km",Petrol,Mumbai,2019
Audi A4 35 TDI,₹ 43.01 Lakh,"10,176 km",Diesel,Noida,2025
MG Astor Savvy,₹ 15.67 Lakh,"38,246 km",Diesel,Ahmedabad,2025
Skoda Slavia Style,₹ 13.20 Lakh,"94,476 km",CNG,Jaipur,2019
Honda BR-V VX,₹ 9.43 Lakh,"95,659 km",Electric,Lucknow,2020
Tata Harrier XZ,₹ 7.15 Lakh,"181,830 km",Hybrid,Bangalore,2013
Lexus NX 350h,₹ 35.42 Lakh,"153,866 km",Diesel,Kochi,2014
MG Hector Sharp,₹ 10.67 Lakh,"142,808 km",Petrol,Kochi,2017
Toyota Innova Crysta GX,₹ 14.21 Lakh,"57,052 km",Petrol,Kochi,2022
MG ZS EV,₹ 15.65 Lakh,"46,501 km",CNG,Mysuru,2023
Skoda Slavia Style,₹ 6.58 Lakh,"174,757 km",Diesel,Lucknow,2012
Jaguar XE Prestige,₹ 55.93 Lakh,"55,938 km",Diesel,Hyderabad,2022
Mercedes-Benz GLA 200,₹ 39.25 Lakh,"139,285 km",Diesel,Noida,2018
Renault Triber RXZ,₹ 8.10 Lakh,"43,982 km",Hybrid,Delhi,2023
Jeep Compass Limited,₹ 13.57 Lakh,"157,963 km",Hybrid,Kolkata,2013
Ford EcoSport Titanium,₹ 7.70 Lakh,"126,825 km",Petrol,Delhi,2017
Lexus NX 350h,₹ 28.01 Lakh,"153,783 km",Petrol,Delhi,2013
Honda City ZX,₹ 8.72 Lakh,"51,145 km",Petrol,Noida,2022
Mahindra Scorpio N Z8,₹ 8.10 Lakh,"144,825 km",Petrol,Bangalore,2015
Ford EcoSport Titanium,₹ 8.71 Lakh,"126,907 km",Diesel,Kolkata,2017
BMW 5 Series 530d,₹ 21.66 Lakh,"178,072 km",Petrol,Mumbai,2012
Skoda Superb L&K,₹ 14.39 Lakh,"71,600 km",Petrol,Ahmedabad,2021
Audi A4 35 TDI,₹ 19.39 Lakh,"194,494 km",Petrol,Jaipur,2012
Nissan Magnite XV,₹ 6.55 Lakh,"41,164 km",Diesel,Delhi,2022
Mercedes-Benz C-Class C200,₹ 28.50 Lakh,"126,952 km",Diesel,Noida,2015
Jaguar F-Pace,₹ 52.84 Lakh,"86,790 km",Petrol,Kochi,2022
Kia Carens Prestige,₹ 16.27 Lakh,"20,231 km",Petrol,Kolkata,2025
Jeep Compass Limited,₹ 20.64 Lakh,"129,788 km",Diesel,Thane,2018
Renault Triber RXZ,₹ 3.16 Lakh,"161,037 km",Petrol,Hyderabad,2013
MG Astor Savvy,₹ 15.65 Lakh,"22,890 km",Petrol,Chennai,2025
BMW 5 Series 530d,₹ 46.73 Lakh,"37,250 km",Diesel,Chennai,2024
BMW 5 Series 530d,₹ 43.90 Lakh,"54,418 km",Petrol,Lucknow,2021
Maruti Suzuki Swift VXi,₹ 3.42 Lakh,"144,698 km",CNG,Mumbai,2018
Tata Nexon XZ+,₹ 6.69 Lakh,"156,449 km",Hybrid,Hyderabad,2013
Audi Q3 Premium,₹ 15.76 Lakh,"159,190 km",Petrol,Bangalore,2012
Audi A4 35 TDI,₹ 28.52 Lakh,"105,875 km",CNG,Hyderabad,2020
Hyundai Verna SX,₹ 5.18 Lakh,"202,631 km",Electric,Pune,2012
Maruti Suzuki Brezza ZXi,₹ 9.14 Lakh,"97,335 km",Electric,Thane,2019
Skoda Kushaq Style,₹ 11.34 Lakh,"71,205 km",CNG,Kochi,2017
Audi Q5 quattro,₹ 20.01 Lakh,"151,204 km",Diesel,Jaipur,2013
BMW 5 Series 530d,₹ 36.09 Lakh,"118,806 km",CNG,Delhi,2019
Mercedes-Benz E-Class E220d,₹ 32.38 Lakh,"143,140 km",Hybrid,Hyderabad,2016
Hyundai i20 Asta,₹ 9.07 Lakh,"82,593 km",Petrol,Kolkata,2020
Maruti Suzuki Dzire ZXi,₹ 5.93 Lakh,"61,415 km",Petrol,Jaipur,2023
Skoda Kushaq Style,₹ 6.08 Lakh,"173,457 km",Petrol,Thane,2012
Volkswagen Virtus GT,₹ 7.29 Lakh,"142,628 km",Diesel,Pune,2015
Lexus ES 300h,₹ 52.11 Lakh,"77,202 km",Petrol,Mumbai,2020
Volkswagen Virtus GT,₹ 15.34 Lakh,"69,563 km",Electric,Ahmedabad,2021
Renault Triber RXZ,₹ 9.94 Lakh,"24,774 km",Electric,Jaipur,2025
Volkswagen Taigun GT,₹ 15.19 Lakh,"41,462 km",Petrol,Bangalore,2025
Jeep Compass Limited,₹ 20.87 Lakh,"100,488 km",Diesel,Pune,2018
BMW 5 Series 530d,₹ 45.53 Lakh,"76,289 km",Diesel,Bangalore,2023
Skoda Slavia Style,₹ 16.06 Lakh,"46,087 km",Petrol,Kolkata,2022
Volkswagen Virtus GT,₹ 9.78 Lakh,"117,488 km",Petrol,Mysuru,2018
Audi Q3 Premium,₹ 22.59 Lakh,"146,251 km",Petrol,Pune,2016
Volvo XC60,₹ 21.50 Lakh,"148,873 km",CNG,Kochi,2014
Nissan Magnite XV,₹ 1.58 Lakh,"143,090 km",Diesel,Bangalore,2013
Jaguar F-Pace,₹ 25.42 Lakh,"194,027 km",Petrol,Pune,2012
Mercedes-Benz GLA 200,₹ 51.48 Lakh,"80,752 km",Electric,Bangalore,2022
BMW X1 sDrive,₹ 33.90 Lakh,"120,047 km",Petrol,Hyderabad,2017
BMW 5 Series 530d,₹ 51.70 Lakh,"29,939 km",Diesel,Kolkata,2024
Volkswagen Virtus GT,₹ 8.65 Lakh,"183,348 km",Hybrid,Jaipur,2014
Volkswagen Taigun GT,₹ 5.10 Lakh,"151,981 km",Petrol,Noida,2013
Tata Harrier XZ,₹ 11.69 Lakh,"9,895 km",Petrol,Noida,2023
Ford Endeavour Titanium,₹ 6.24 Lakh,"151,742 km",Diesel,Mysuru,2014
Renault Kiger RXZ,₹ 3.05 Lakh,"107,044 km",Diesel,Kochi,2018
Mercedes-Benz GLA 200,₹ 20.40 Lakh,"150,696 km",Diesel,Lucknow,2012
Toyota Urban Cruiser,₹ 10.97 Lakh,"92,378 km",Petrol,Delhi,2020
Maruti Suzuki Baleno Alpha,₹ 7.44 Lakh,"94,528 km",Electric,Ahmedabad,2020
Ford Endeavour Titanium,₹ 10.95 Lakh,"48,120 km",Petrol,Pune,2021
BMW X1 sDrive,₹ 22.42 Lakh,"151,406 km",Petrol,Lucknow,2014
Kia Carens Prestige,₹ 13.73 Lakh,"46,542 km",Petrol,Kochi,2023
Nissan Magnite XV,₹ 6.33 Lakh,"36,593 km",Petrol,Lucknow,2022
Volkswagen Taigun GT,₹ 8.67 Lakh,"111,059 km",Diesel,Hyderabad,2018
Mahindra Scorpio N Z8,₹ 11.15 Lakh,"60,066 km",Petrol,Ahmedabad,2020
Volkswagen Polo GT,₹ 14.49 Lakh,"43,368 km",Petrol,Chennai,2024
Volkswagen Taigun GT,₹ 9.64 Lakh,"110,591 km",Petrol,Hyderabad,2017
Nissan Magnite XV,₹ 7.11 Lakh,"41,462 km",Petrol,Bangalore,2022
Kia Seltos HTX,₹ 14.36 Lakh,"38,123 km",Petrol,Kochi,2023
MG Astor Savvy,₹ 10.38 Lakh,"99,017 km",Diesel,Lucknow,2017
Skoda Superb L&K,₹ 5.90 Lakh,"160,906 km",Diesel,Bangalore,2013
Audi A4 35 TDI,₹ 18.22 Lakh,"158,164 km",Petrol,Delhi,2014
Lexus ES 300h,₹ 44.86 Lakh,"117,675 km",CNG,Pune,2018
Lexus ES 300h,₹ 40.29 Lakh,"109,711 km",Petrol,Lucknow,2017
Jeep Compass Limited,₹ 23.68 Lakh,"58,825 km",Hybrid,Mumbai,2020
Nissan Magnite XV,₹ 4.01 Lakh,"151,291 km",Hybrid,Ahmedabad,2015
Mahindra XUV500 W8,₹ 11.89 Lakh,"110,263 km",Diesel,Mumbai,2019
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"191,205 km",Petrol,Mysuru,2013
Ford EcoSport Titanium,₹ 9.89 Lakh,"75,181 km",CNG,Hyderabad,2021
Nissan Magnite XV,₹ 7.42 Lakh,"35,219 km",Diesel,Hyderabad,2024
Renault Kwid Climber,₹ 4.06 Lakh,"113,203 km",Diesel,Thane,2016
Mahindra XUV500 W8,₹ 6.70 Lakh,"179,420 km",Petrol,Lucknow,2014
Mahindra XUV500 W8,₹ 10.36 Lakh,"113,632 km",Diesel,Mumbai,2017
Honda BR-V VX,₹ 4.82 Lakh,"109,779 km",Petrol,Delhi,2015
Mahindra Scorpio N Z8,₹ 17.46 Lakh,"34,836 km",Electric,Mysuru,2023
Jaguar F-Pace,₹ 26.31 Lakh,"164,647 km",Diesel,Mysuru,2014
Renault Kiger RXZ,₹ 8.33 Lakh,"69,714 km",Hybrid,Noida,2021
Volkswagen Taigun GT,₹ 4.40 Lakh,"201,842 km",Diesel,Pune,2012
Lexus ES 300h,₹ 51.02 Lakh,"71,708 km",Diesel,Kochi,2020
Hyundai Creta SX,₹ 7.37 Lakh,"168,557 km",Electric,Ahmedabad,2013
Honda City ZX,₹ 8.49 Lakh,"37,850 km",Diesel,Bangalore,2022
Mahindra Thar LX,₹ 7.67 Lakh,"114,353 km",Petrol,Pune,2016
Hyundai i20 Asta,₹ 3.30 Lakh,"137,259 km",Diesel,Lucknow,2013
Renault Triber RXZ,₹ 5.36 Lakh,"143,439 km",Electric,Chennai,2015
Skoda Slavia Style,₹ 18.93 Lakh,"3,000 km",Petrol,Lucknow,2025
Maruti Suzuki Baleno Alpha,₹ 3.26 Lakh,"107,171 km",Diesel,Thane,2018
Hyundai Venue SX,₹ 10.15 Lakh,"36,678 km",Diesel,Noida,2023
MG ZS EV,₹ 17.02 Lakh,"19,524 km",Petrol,Kochi,2024
Kia Sonet GTX,₹ 14.27 Lakh,"41,551 km",Petrol,Bangalore,2023
BMW 3 Series 320d,₹ 48.73 Lakh,"27,051 km",Diesel,Bangalore,2024
Kia Seltos HTX,₹ 11.31 Lakh,"87,340 km",Diesel,Pune,2019
Skoda Kushaq Style,₹ 10.41 Lakh,"109,903 km",Petrol,Kochi,2016
Honda Amaze VX,₹ 8.99 Lakh,"16,982 km",Diesel,Kochi,2024
Tata Harrier XZ,₹ 9.57 Lakh,"80,181 km",Petrol,Ahmedabad,2019
Tata Altroz XZ,₹ 10.67 Lakh,"61,364 km",Electric,Kochi,2019
Lexus NX 350h,₹ 61.71 Lakh,"52,422 km",Diesel,Thane,2023
Kia Sonet GTX,₹ 10.32 Lakh,"117,685 km",Petrol,Delhi,2021
Mahindra Thar LX,₹ 6.32 Lakh,"137,821 km",CNG,Jaipur,2015
Renault Kiger RXZ,₹ 7.27 Lakh,"21,430 km",Petrol,Thane,2024
Audi Q5 quattro,₹ 18.23 Lakh,"184,317 km",Petrol,Bangalore,2013
Hyundai i20 Asta,₹ 9.96 Lakh,"62,337 km",Petrol,Thane,2021
Toyota Innova Crysta GX,₹ 9.81 Lakh,"152,919 km",Electric,Pune,2013
Renault Triber RXZ,₹ 6.88 Lakh,"18,272 km",Diesel,Mysuru,2023
Jaguar F-Pace,₹ 30.59 Lakh,"112,080 km",Petrol,Pune,2015
Toyota Urban Cruiser,₹ 15.56 Lakh,"18,705 km",Petrol,Delhi,2024
Nissan Magnite XV,₹ 7.07 Lakh,"74,445 km",Diesel,Kolkata,2023
Tata Harrier XZ,₹ 4.80 Lakh,"134,328 km",Petrol,Pune,2015
Tata Nexon XZ+,₹ 2.59 Lakh,"188,080 km",Petrol,Mumbai,2012
Jeep Compass Limited,₹ 24.64 Lakh,"29,342 km",Petrol,Kochi,2021
BMW 5 Series 530d,₹ 42.24 Lakh,"49,407 km",Petrol,Jaipur,2022
Jaguar F-Pace,₹ 33.06 Lakh,"104,008 km",Diesel,Pune,2016
Maruti Suzuki Dzire ZXi,₹ 4.68 Lakh,"113,072 km",Petrol,Mysuru,2017
Maruti Suzuki Baleno Alpha,₹ 1.50 Lakh,"135,989 km",Diesel,Jaipur,2012
Audi A4 35 TDI,₹ 32.10 Lakh,"22,806 km",Diesel,Jaipur,2021
MG Hector Sharp,₹ 4.22 Lakh,"164,828 km",CNG,Kochi,2012
Mercedes-Benz C-Class C200,₹ 45.86 Lakh,"79,669 km",Diesel,Kochi,2021
Mercedes-Benz GLA 200,₹ 34.17 Lakh,"121,856 km",Petrol,Noida,2017
Ford Endeavour Titanium,₹ 11.97 Lakh,"3,000 km",Petrol,Kolkata,2023
Skoda Kushaq Style,₹ 16.23 Lakh,"99,985 km",Electric,Mysuru,2020
Mahindra XUV500 W8,₹ 17.21 Lakh,"3,074 km",Diesel,Hyderabad,2025
Nissan Magnite XV,₹ 6.81 Lakh,"68,279 km",CNG,Thane,2022
Skoda Slavia Style,₹ 5.76 Lakh,"175,632 km",Diesel,Hyderabad,2012
Hyundai Grand i10,₹ 4.53 Lakh,"136,132 km",Petrol,Bangalore,2015
Toyota Urban Cruiser,₹ 16.52 Lakh,"19,989 km",Petrol,Noida,2024
MG ZS EV,₹ 6.69 Lakh,"132,520 km",Diesel,Noida,2014
Mahindra Thar LX,₹ 8.63 Lakh,"154,886 km",Petrol,Jaipur,2015
Lexus ES 300h,₹ 27.15 Lakh,"165,079 km",Diesel,Ahmedabad,2013
Mahindra XUV500 W8,₹ 5.36 Lakh,"214,679 km",Hybrid,Mumbai,2012
Mahindra Scorpio N Z8,₹ 10.97 Lakh,"92,112 km",CNG,Bangalore,2020
Hyundai Creta SX,₹ 8.84 Lakh,"70,192 km",Petrol,Delhi,2022
Jaguar F-Pace,₹ 50.56 Lakh,"74,576 km",Diesel,Noida,2022
Skoda Superb L&K,₹ 6.20 Lakh,"168,068 km",Diesel,Kolkata,2013
Volvo XC40 Recharge,₹ 45.04 Lakh,"69,780 km",Diesel,Noida,2023
Jeep Compass Limited,₹ 22.74 Lakh,"72,697 km",Petrol,Lucknow,2020
Maruti Suzuki Baleno Alpha,₹ 3.05 Lakh,"107,794 km",CNG,Noida,2018
Renault Kiger RXZ,₹ 2.74 Lakh,"118,864 km",Diesel,Noida,2016
Renault Kiger RXZ,₹ 2.87 Lakh,"120,568 km",Diesel,Mysuru,2016
Maruti Suzuki Swift VXi,₹ 7.13 Lakh,"52,454 km",Petrol,Lucknow,2021
Volvo XC40 Recharge,₹ 49.19 Lakh,"20,465 km",Hybrid,Noida,2025
Nissan Magnite XV,₹ 3.62 Lakh,"145,830 km",Diesel,Kochi,2015
Mercedes-Benz E-Class E220d,₹ 37.15 Lakh,"106,632 km",Diesel,Lucknow,2018
Maruti Suzuki Baleno Alpha,₹ 2.59 Lakh,"212,302 km",Petrol,Chennai,2012
Volkswagen Taigun GT,₹ 6.04 Lakh,"192,791 km",Petrol,Mumbai,2013
Toyota Urban Cruiser,₹ 8.27 Lakh,"168,742 km",Petrol,Ahmedabad,2014
Skoda Slavia Style,₹ 10.37 Lakh,"112,978 km",Diesel,Delhi,2015
Renault Kwid Climber,₹ 1.22 Lakh,"166,761 km",Petrol,Kolkata,2015
Ford EcoSport Titanium,₹ 5.65 Lakh,"112,950 km",Diesel,Mysuru,2015
Mahindra XUV700 AX7,₹ 10.46 Lakh,"139,918 km",Petrol,Pune,2017
Mercedes-Benz E-Class E220d,₹ 60.84 Lakh,"52,716 km",Electric,Lucknow,2025
Tata Punch Creative,₹ 7.06 Lakh,"124,761 km",Diesel,Hyderabad,2017
Ford Endeavour Titanium,₹ 15.44 Lakh,"3,000 km",Diesel,Mysuru,2025
Ford EcoSport Titanium,₹ 11.21 Lakh,"72,526 km",Diesel,Kolkata,2022
Honda Amaze VX,₹ 11.00 Lakh,"127,109 km",Electric,Mysuru,2019
Skoda Superb L&K,₹ 5.91 Lakh,"180,665 km",Petrol,Ahmedabad,2012
BMW X1 sDrive,₹ 40.63 Lakh,"109,266 km",Electric,Pune,2019
Ford EcoSport Titanium,₹ 9.53 Lakh,"118,869 km",Petrol,Chennai,2018
Jeep Compass Limited,₹ 19.24 Lakh,"105,412 km",Petrol,Jaipur,2017
Tata Nexon XZ+,₹ 8.24 Lakh,"96,055 km",Diesel,Ahmedabad,2019
MG Astor Savvy,₹ 10.28 Lakh,"119,244 km",Electric,Noida,2015
MG ZS EV,₹ 20.50 Lakh,"19,583 km",Hybrid,Noida,2025
Mercedes-Benz GLA 200,₹ 39.01 Lakh,"64,096 km",Diesel,Mysuru,2019
Mercedes-Benz E-Class E220d,₹ 55.74 Lakh,"20,400 km",Hybrid,Thane,2023
Mercedes-Benz GLA 200,₹ 44.30 Lakh,"62,181 km",Petrol,Lucknow,2021
Mercedes-Benz C-Class C200,₹ 55.92 Lakh,"29,131 km",Petrol,Chennai,2025
BMW X1 sDrive,₹ 40.59 Lakh,"62,712 km",Petrol,Jaipur,2020
Volkswagen Virtus GT,₹ 15.32 Lakh,"59,733 km",Petrol,Noida,2024
Kia Carens Prestige,₹ 5.79 Lakh,"170,299 km",Petrol,Bangalore,2013
Volkswagen Taigun GT,₹ 9.18 Lakh,"100,862 km",CNG,Delhi,2017
Hyundai Grand i10,₹ 6.54 Lakh,"95,704 km",Petrol,Mumbai,2017
Volkswagen Virtus GT,₹ 9.63 Lakh,"86,992 km",Petrol,Noida,2018
Skoda Kushaq Style,₹ 11.73 Lakh,"78,696 km",Petrol,Jaipur,2017
Mercedes-Benz E-Class E220d,₹ 61.05 Lakh,"6,226 km",Hybrid,Pune,2025
Volkswagen Polo GT,₹ 6.21 Lakh,"161,353 km",Hybrid,Mumbai,2012
Renault Triber RXZ,₹ 2.61 Lakh,"170,101 km",CNG,Lucknow,2014
Volvo XC60,₹ 53.03 Lakh,"49,432 km",Electric,Mumbai,2025
Jeep Compass Limited,₹ 23.36 Lakh,"83,685 km",Petrol,Chennai,2020
Kia Sonet GTX,₹ 8.62 Lakh,"108,229 km",Petrol,Thane,2019
Volkswagen Virtus GT,₹ 11.43 Lakh,"66,490 km",Diesel,Chennai,2019
Volkswagen Polo GT,₹ 13.29 Lakh,"72,162 km",Petrol,Lucknow,2021
Mahindra XUV500 W8,₹ 16.61 Lakh,"17,758 km",Petrol,Kolkata,2025
Volkswagen Virtus GT,₹ 9.12 Lakh,"143,541 km",Petrol,Delhi,2016
Audi Q5 quattro,₹ 36.48 Lakh,"62,655 km",Petrol,Lucknow,2023
Jeep Compass Limited,₹ 25.96 Lakh,"64,058 km",Hybrid,Ahmedabad,2021
Honda Amaze VX,₹ 6.49 Lakh,"52,945 km",Diesel,Kochi,2020
Toyota Glanza G,₹ 13.84 Lakh,"62,228 km",CNG,Thane,2021
Maruti Suzuki Baleno Alpha,₹ 7.15 Lakh,"29,342 km",Petrol,Ahmedabad,2025
MG Hector Sharp,₹ 8.77 Lakh,"100,493 km",Petrol,Hyderabad,2016
Skoda Slavia Style,₹ 13.95 Lakh,"82,424 km",Diesel,Delhi,2021
Mercedes-Benz E-Class E220d,₹ 37.20 Lakh,"123,805 km",Diesel,Pune,2018
Nissan Magnite XV,₹ 8.35 Lakh,"71,849 km",Petrol,Noida,2023
Renault Kwid Climber,₹ 4.79 Lakh,"94,123 km",Diesel,Pune,2019
MG ZS EV,₹ 19.13 Lakh,"87,293 km",Electric,Thane,2024
Lexus ES 300h,₹ 50.25 Lakh,"82,587 km",Petrol,Bangalore,2020
Jaguar F-Pace,₹ 23.51 Lakh,"185,986 km",Petrol,Noida,2012
Ford EcoSport Titanium,₹ 8.34 Lakh,"105,982 km",Petrol,Thane,2019
Audi A4 35 TDI,₹ 17.10 Lakh,"154,915 km",Diesel,Hyderabad,2013
Jeep Compass Limited,₹ 15.52 Lakh,"151,525 km",Diesel,Delhi,2015
Mahindra Thar LX,₹ 5.13 Lakh,"160,094 km",Diesel,Chennai,2014
Audi A4 35 TDI,₹ 24.04 Lakh,"129,274 km",Petrol,Mysuru,2016
Skoda Superb L&K,₹ 16.25 Lakh,"113,748 km",Electric,Pune,2019
Maruti Suzuki Dzire ZXi,₹ 4.64 Lakh,"95,019 km",Petrol,Thane,2018
Skoda Kushaq Style,₹ 8.94 Lakh,"149,784 km",Petrol,Thane,2015
Mahindra Scorpio N Z8,₹ 11.11 Lakh,"118,937 km",Diesel,Chennai,2021
Honda BR-V VX,₹ 4.23 Lakh,"148,253 km",CNG,Delhi,2015
Maruti Suzuki Swift VXi,₹ 5.65 Lakh,"69,766 km",Petrol,Mysuru,2022
Jeep Compass Limited,₹ 24.82 Lakh,"67,621 km",Diesel,Jaipur,2021
Renault Kiger RXZ,₹ 1.20 Lakh,"168,587 km",Petrol,Kolkata,2012
Ford EcoSport Titanium,₹ 13.01 Lakh,"45,072 km",Petrol,Pune,2025
Tata Altroz XZ,₹ 5.32 Lakh,"189,608 km",Diesel,Delhi,2013
MG Hector Sharp,₹ 12.94 Lakh,"50,503 km",Diesel,Delhi,2022
Mercedes-Benz E-Class E220d,₹ 54.79 Lakh,"46,027 km",Petrol,Mysuru,2024
Lexus NX 350h,₹ 49.08 Lakh,"82,954 km",Petrol,Mumbai,2019
Audi Q3 Premium,₹ 38.98 Lakh,"23,304 km",Petrol,Delhi,2024
Jeep Compass Limited,₹ 9.85 Lakh,"185,543 km",Diesel,Mumbai,2012
Ford Endeavour Titanium,₹ 5.59 Lakh,"146,359 km",Diesel,Mysuru,2015
Audi Q3 Premium,₹ 32.53 Lakh,"51,660 km",Petrol,Noida,2020
Maruti Suzuki Swift VXi,₹ 6.22 Lakh,"61,484 km",Petrol,Lucknow,2023
Tata Punch Creative,₹ 13.88 Lakh,"22,705 km",Hybrid,Mumbai,2024
Mahindra XUV700 AX7,₹ 5.84 Lakh,"175,604 km",CNG,Bangalore,2012
Ford EcoSport Titanium,₹ 11.62 Lakh,"85,137 km",Petrol,Kochi,2022
MG Astor Savvy,₹ 11.65 Lakh,"127,945 km",Electric,Bangalore,2014
